clean_address,crime_count,most_frequent_crime
GRANT BLVD,193,SIMPLE ASSAULT
GRANT BLVD ,3,BURGLARY
GRANT BLVD   ,450,LARCENY
GRANT BLVD & POND ST    ,1,ROBBERY
GRANT BLVD & VILLAGE DR    ,1,MV THEFT
GRANT BLVD & WADSWORTH ST        ,1,MV THEFT
GRANT BLVD @ BUTTERNUT ST     ,1,POSSESSION/MARIJUANA
GRANT BLVD N,1,SIMPLE ASSAULT
GRANT VILLAGE DR     ,1,CRIMINAL MISCHIEF
GRAPE TER,14,SIMPLE ASSAULT
GRAPE TER    ,20,AGGRAVATED ASSAULT
GRASSMAN,1,SIMPLE ASSAULT
GRASSMAN        ,2,CRIMINAL MISCHIEF
GRASSMAN AV,6,POSSESSION/MARIJUANA
GRASSMAN AV     ,9,AGGRAVATED ASSAULT
GRASSMAN AVE    ,2,OFFN AGAINST FAMILY
GRAVES AV     ,1,BURGLARY
GRAVES ST,23,SIMPLE ASSAULT
GRAVES ST   ,1,LARCENY
GRAVES ST     ,54,LARCENY
GRAY AV,2,CRIMINAL MISCHIEF
GRAY AV   ,4,LARCENY
GRAY AV     ,4,SIMPLE ASSAULT
GRAY AVE    ,7,CRIMINAL MISCHIEF
GREEN PL,1,SIMPLE ASSAULT
GREEN PL     ,1,CRIMINAL MISCHIEF
GREEN SQ     ,1,SIMPLE ASSAULT
GREEN ST,46,SIMPLE ASSAULT
GREEN ST   ,2,LARCENY
GREEN ST     ,99,LARCENY
GREEN STREET PL,1,SIMPLE ASSAULT
GREEN STREET PL     ,1,OFFN AGAINST FAMILY
GREENLAND AV,1,CRIMINAL MISCHIEF
GREENLAND DR,3,CRIMINAL MISCHIEF
GREENLAND DR   ,1,LARCENY
GREENLAND DR     ,24,CRIMINAL MISCHIEF
GREENLAND ST     ,2,AGGRAVATED ASSAULT
GREENWAY        ,1,SIMPLE ASSAULT
GREENWAY AV,8,CRIMINAL MISCHIEF
GREENWAY AV     ,10,CRIMINAL MISCHIEF
GREENWAY AVE    ,5,LARCENY
GREENWOOD PL,16,BURGLARY
GREENWOOD PL     ,19,LARCENY
GRIFFIN ST,2,OFFN AGAINST FAMILY
GRIFFIN ST     ,11,LARCENY
GRIFFITH ST,1,CRIMINAL MISCHIEF
GRIFFITHS ST,32,SIMPLE ASSAULT
GRIFFITHS ST     ,78,SIMPLE ASSAULT
GRIFFTHS ST     ,1,AGGRAVATED ASSAULT
GROVE ST,7,CRIMINAL MISCHIEF
GROVE ST     ,20,SIMPLE ASSAULT
GRUMACH AV     ,1,CRIMINAL MISCHIEF
GRUMBACH,4,SIMPLE ASSAULT
GRUMBACH AV,24,SIMPLE ASSAULT
GRUMBACH AV ,1,AGGRAVATED ASSAULT
GRUMBACH AV   ,13,LARCENY
GRUMBACH AV     ,42,CRIMINAL MISCHIEF
GRUMBACH AVE,3,MV THEFT
GRUMBACH AVE  ,1,LARCENY
GRUMBACH AVE    ,18,CRIMINAL MISCHIEF
GUILFORD RD     ,3,BURGLARY
Grumbach AV     ,1,AGGRAVATED ASSAULT
HADDON RD     ,1,LARCENY
HAFFENDEN RD     ,3,LARCENY
HALL,6,SIMPLE ASSAULT
HALL        ,2,CRIMINAL MISCHIEF
HALL AL     ,1,CRIMINAL MISCHIEF
HALL AV,19,LARCENY
HALL AV   ,11,LARCENY
HALL AV     ,22,SIMPLE ASSAULT
HALL AVE,7,OFFN AGAINST FAMILY
HALL AVE    ,20,SIMPLE ASSAULT
HAMILTON ST,18,SIMPLE ASSAULT
HAMILTON ST   ,1,LARCENY
HAMILTON ST     ,41,LARCENY
HAMPSHIRE RD     ,1,LARCENY
HAMPTON RD,1,LARCENY
HAMPTON RD     ,7,LARCENY
HANCOCK DR,7,BURGLARY
HANCOCK DR     ,20,LARCENY
HARBOR ST     ,3,LARCENY
HARBORSIDE DR,9,LARCENY
HARBORSIDE DR     ,38,LARCENY
HARDING PL,5,SIMPLE ASSAULT
HARDING PL     ,5,LARCENY
HARDING ST,7,SIMPLE ASSAULT
HARDING ST     ,11,SIMPLE ASSAULT
HARDWOOD AV,1,UNAUTHORIZED USE MV
HARDWOOD AV     ,1,CRIMINAL MISCHIEF
HARFORD RD,1,MV THEFT
HARFORD RD     ,9,LARCENY
HARFORD ST     ,1,AGGRAVATED ASSAULT
HAROLD ST,7,CRIMINAL MISCHIEF
HAROLD ST     ,12,LARCENY
HARRIETTE        ,1,AGGRAVATED ASSAULT
HARRIETTE AV,2,BURGLARY
HARRIETTE AV ,1,LARCENY
HARRIETTE AV     ,5,BURGLARY
HARRIETTE AVE    ,1,CRIMINAL MISCHIEF
HARRINGTON RD     ,2,AGGRAVATED ASSAULT
HARRISON PL,8,CRIMINAL MISCHIEF
HARRISON PL     ,19,LARCENY
HARRISON ST,64,CRIMINAL MISCHIEF
HARRISON ST   ,2,MV THEFT
HARRISON ST     ,150,LARCENY
HARRISON ST & S STATE ST        ,2,MV THEFT
HARSTON ST     ,1,CRIMINAL MISCHIEF
HARTLEY ST,3,ARSON
HARTLEY ST     ,7,LARCENY
HARTSON ST,40,SIMPLE ASSAULT
HARTSON ST   ,1,ROBBERY
HARTSON ST     ,113,CRIMINAL MISCHIEF
HARTSON ST & S GEDDES ST    ,1,AGGRAVATED ASSAULT
HARVARD PL,13,BURGLARY
HARVARD PL   ,1,AGGRAVATED ASSAULT
HARVARD PL     ,26,LARCENY
HARWOOD,1,BURGLARY
HARWOOD AV,7,BURGLARY
HARWOOD AV   ,1,LARCENY
HARWOOD AV     ,16,SIMPLE ASSAULT
HARWOOD AVE    ,5,SIMPLE ASSAULT
HASBRORCK ST     ,1,LARCENY
HASBROUCK ST,1,LARCENY
HASBROUCK ST     ,5,LARCENY
HASTINGS PL,4,CRIMINAL MISCHIEF
HASTINGS PL     ,14,LARCENY
HATCH ST,18,CRIMINAL MISCHIEF
HATCH ST   ,3,BURGLARY
HATCH ST     ,47,SIMPLE ASSAULT
HATHERLY RD,2,CRIMINAL MISCHIEF
HATHERLY RD     ,7,SIMPLE ASSAULT
HAVARD PL,1,LARCENY
HAWLEY,18,SIMPLE ASSAULT
HAWLEY        ,12,OFFN AGAINST FAMILY
HAWLEY AV,93,SIMPLE ASSAULT
HAWLEY AV ,1,MURDER
HAWLEY AV   ,49,LARCENY
HAWLEY AV     ,168,SIMPLE ASSAULT
HAWLEY AV & OAK ST,1,ROBBERY
HAWLEY AVE,14,CRIMINAL MISCHIEF
HAWLEY AVE    ,49,SIMPLE ASSAULT
HAWTHORNE ST,5,OFFN AGAINST FAMILY
HAWTHORNE ST     ,14,LARCENY
HAWTHRONE ST     ,1,LARCENY
HAYDEN,1,SIMPLE ASSAULT
HAYDEN AV,1,SIMPLE ASSAULT
HAYDEN AV   ,6,BURGLARY
HAYDEN AV     ,12,SIMPLE ASSAULT
HAYDEN AVE    ,5,SIMPLE ASSAULT
HAZELHURST,3,CRIMINAL MISCHIEF
HAZELHURST AV,6,LARCENY
HAZELHURST AV   ,1,AGGRAVATED ASSAULT
HAZELHURST AV     ,21,BURGLARY
HAZELHURST AVE,1,CRIMINAL MISCHIEF
HAZELHURST AVE    ,3,SIMPLE ASSAULT
HAZELWOOD,3,SIMPLE ASSAULT
HAZELWOOD        ,1,SIMPLE ASSAULT
HAZELWOOD AV,10,SIMPLE ASSAULT
HAZELWOOD AV   ,3,MV THEFT
HAZELWOOD AV     ,17,LARCENY
HAZELWOOD AVE,1,SIMPLE ASSAULT
HAZELWOOD AVE    ,9,SIMPLE ASSAULT
HAZLEWOOD AV,1,SIMPLE ASSAULT
HEADSON DR,2,LARCENY
HEADSON DR     ,5,LARCENY
HEARLD PL     ,1,LARCENY
HEIR,1,CRIMINAL MISCHIEF
HEIR AV     ,2,SIMPLE ASSAULT
HELEN BLVD W ,1,MV THEFT
HELEN ST,24,SIMPLE ASSAULT
HELEN ST   ,1,AGGRAVATED ASSAULT
HELEN ST     ,108,SIMPLE ASSAULT
HENDERSON ST,8,BURGLARY
HENDERSON ST     ,14,LARCENY
HENNINGER,1,OFFN AGAINST FAMILY
HENRY ST,16,LARCENY
HENRY ST     ,24,LARCENY
HENSBERRY RD   ,1,MV THEFT
HENSBERRY RD     ,3,FRAUD
HERALD PL,5,LARCENY
HERALD PL   ,2,AGGRAVATED ASSAULT
HERALD PL     ,29,LARCENY
HERBERT ST,24,CRIMINAL MISCHIEF
HERBERT ST   ,1,AGGRAVATED ASSAULT
HERBERT ST     ,40,SIMPLE ASSAULT
HERBST AV,18,POSSESSION/MARIJUANA
HERBST AV   ,1,BURGLARY
HERBST AV     ,7,POSSESSION/USE DANGEROUS WEAPONS
HERBST AVE    ,2,CRIMINAL MISCHIEF
HERBST ST,1,POSSESSION/MARIJUANA
HERBST ST     ,4,AGGRAVATED ASSAULT
HERKIMER ST,19,SIMPLE ASSAULT
HERKIMER ST   ,1,LARCENY
HERKIMER ST     ,62,SIMPLE ASSAULT
HERLAD PL,1,LARCENY
HERRIMAN AV,1,POSSESSION/MARIJUANA
HERRIMAN AV     ,2,CRIMINAL MISCHIEF
HERRIMAN ST,25,SIMPLE ASSAULT
HERRIMAN ST     ,46,SIMPLE ASSAULT
HERTFORD ST     ,1,BURGLARY
HERZ ST     ,8,LARCENY
HIAWATHA BLD AT STAT BLVD,1,POSSESSION/MARIJUANA
HIAWATHA BLVD,12,LARCENY
HIAWATHA BLVD   ,35,LARCENY
HIAWATHA BLVD @ 81 N        ,1,LARCENY
HIAWATHA BLVD E,30,LARCENY
HIAWATHA BLVD E ,66,LARCENY
HIAWATHA BLVD W,49,LARCENY
HIAWATHA BLVD W ,122,LARCENY
HIAWATHA BLVD W & STATE FAIR BLVD    ,1,ROBBERY
HIAWATHA PL     ,1,CRIMINAL MISCHIEF
HICKOCK        ,1,SIMPLE ASSAULT
HICKOCK AV,1,AGGRAVATED ASSAULT
HICKOCK AV     ,2,BURGLARY
HICKOK,2,FRAUD
HICKOK        ,4,SIMPLE ASSAULT
HICKOK AV,6,BURGLARY
HICKOK AV   ,10,BURGLARY
HICKOK AV     ,27,LARCENY
HICKOK AVE,2,ALL OTHER OFFENSES
HICKOK AVE    ,18,SIMPLE ASSAULT
HICKORY        ,1,OFFN AGAINST FAMILY
HICKORY ST,18,SIMPLE ASSAULT
HICKORY ST   ,3,AGGRAVATED ASSAULT
HICKORY ST     ,55,LARCENY
HICKORY ST & PROSPECT AV    ,1,MV THEFT
HIER,10,SIMPLE ASSAULT
HIER        ,3,CRIMINAL MISCHIEF
HIER AV,18,SIMPLE ASSAULT
HIER AV   ,10,LARCENY
HIER AV     ,45,SIMPLE ASSAULT
HIER AVE,6,CRIMINAL MISCHIEF
HIER AVE    ,14,SIMPLE ASSAULT
HIER ST     ,1,OFFN AGAINST FAMILY
HIGH ST,1,CRIMINAL MISCHIEF
HIGH ST     ,14,LARCENY
HIGHLAND,2,SIMPLE ASSAULT
HIGHLAND        ,2,RAPE
HIGHLAND AV,10,POSSESSION/MARIJUANA
HIGHLAND AV   ,6,LARCENY
HIGHLAND AV     ,36,LARCENY
HIGHLAND AVE,1,LARCENY
HIGHLAND AVE    ,9,CRIMINAL MISCHIEF
HIGHLAND PL     ,2,CRIMINAL MISCHIEF
HIGHLAND SQ     ,1,AGGRAVATED ASSAULT
HIGHLAND ST,149,SIMPLE ASSAULT
HIGHLAND ST ,1,LARCENY
HIGHLAND ST   ,3,BURGLARY
HIGHLAND ST     ,392,SIMPLE ASSAULT
HIGHRIDGE PL     ,1,LARCENY
HIGLAND ST     ,2,SIMPLE ASSAULT
HILDALE AV     ,1,LARCENY
HILLCREST RD,1,ALL OTHER OFFENSES
HILLDALE AV,1,LARCENY
HILLSBORO PKWY,1,SIMPLE ASSAULT
HILLSBORO PKWY   ,9,BURGLARY
HILLSDALE,5,CRIMINAL MISCHIEF
HILLSDALE        ,2,CRIMINAL MISCHIEF
HILLSDALE AV,25,CRIMINAL MISCHIEF
HILLSDALE AV   ,4,MV THEFT
HILLSDALE AV     ,20,LARCENY
HILLSDALE AVE,1,AGGRAVATED ASSAULT
HILLSDALE AVE    ,7,CRIMINAL MISCHIEF
HILLSIDE AV     ,1,LARCENY
HILLSIDE AVE    ,1,CRIMINAL MISCHIEF
HILLSIDE ST,6,SIMPLE ASSAULT
HILLSIDE ST     ,13,SIMPLE ASSAULT
HILLVIEW,2,ALL OTHER OFFENSES
HILLVIEW        ,1,SIMPLE ASSAULT
HILLVIEW AV,9,CRIMINAL MISCHIEF
HILLVIEW AV ,1,MV THEFT
HILLVIEW AV   ,3,MV THEFT
HILLVIEW AV     ,15,CRIMINAL MISCHIEF
HILLVIEW AVE,1,SIMPLE ASSAULT
HILLVIEW AVE    ,16,CRIMINAL MISCHIEF
HILTON RD     ,5,LARCENY
HIXON AV,2,LARCENY
HIXON AV     ,4,BURGLARY
HIXON ST,1,CRIMINAL MISCHIEF
HIXSON,7,SIMPLE ASSAULT
HIXSON        ,2,CRIMINAL MISCHIEF
HIXSON AV,19,LARCENY
HIXSON AV   ,12,MV THEFT
HIXSON AV     ,41,CRIMINAL MISCHIEF
HIXSON AVE,4,SIMPLE ASSAULT
HIXSON AVE    ,18,SIMPLE ASSAULT
HIXSON AVE AT ELDORADO ST     ,1,POSSESSION/USE DANGEROUS WEAPONS
HIXSON BLVD   ,1,CRIMINAL MISCHIEF
HOBART        ,1,CRIMINAL MISCHIEF
HOBART AV,2,MV THEFT
HOBART AV ,1,MV THEFT
HOBART AV   ,1,LARCENY
HOBART AV     ,12,LARCENY
HOBART AVE    ,8,SIMPLE ASSAULT
HOEFFLER ST,2,POSSESSION/USE DANGEROUS WEAPONS
HOEFFLER ST     ,1,LARCENY
HOEFLER ST,26,SIMPLE ASSAULT
HOEFLER ST     ,50,SIMPLE ASSAULT
HOLDEN AV     ,1,OFFN AGAINST FAMILY
HOLDEN ST,17,CRIMINAL MISCHIEF
HOLDEN ST     ,26,SIMPLE ASSAULT
HOLLAND ST,41,POSSESSION/MARIJUANA
HOLLAND ST ,1,MURDER
HOLLAND ST     ,99,SIMPLE ASSAULT
HOLMES ST,2,SIMPLE ASSAULT
HOLMES ST     ,5,SIMPLE ASSAULT
HOMECROFT AV     ,1,LARCENY
HOMECROFT RD,5,SIMPLE ASSAULT
HOMECROFT RD     ,12,LARCENY
HOOD,4,SIMPLE ASSAULT
HOOD AV,11,BURGLARY
HOOD AV   ,7,LARCENY
HOOD AV     ,17,SIMPLE ASSAULT
HOOD AVE,4,CRIMINAL MISCHIEF
HOOD AVE    ,12,CRIMINAL MISCHIEF
HOPE,3,CRIMINAL MISCHIEF
HOPE        ,1,SIMPLE ASSAULT
HOPE AV,36,CRIMINAL MISCHIEF
HOPE AV   ,12,AGGRAVATED ASSAULT
HOPE AV     ,56,SIMPLE ASSAULT
HOPE AVE,2,ALL OTHER OFFENSES
HOPE AVE  ,1,CRIMINAL MISCHIEF
HOPE AVE    ,17,CRIMINAL MISCHIEF
HOPPER RD,8,LARCENY
HOPPER RD ,1,MURDER
HOPPER RD   ,1,MV THEFT
HOPPER RD     ,25,CRIMINAL MISCHIEF
HOUSTON,1,CRIMINAL MISCHIEF
HOUSTON AV,5,LARCENY
HOUSTON AV   ,1,LARCENY
HOUSTON AV     ,5,SIMPLE ASSAULT
HOUSTON AVE    ,2,LARCENY
HOVEY ST,4,SIMPLE ASSAULT
HOVEY ST     ,9,ALL OTHER OFFENSES
HOWARD ST,4,LARCENY
HOWARD ST     ,26,LARCENY
HUBBELL,2,CRIMINAL MISCHIEF
HUBBELL        ,3,POSSESSION/MARIJUANA
HUBBELL AV,14,SIMPLE ASSAULT
HUBBELL AV   ,1,MV THEFT
HUBBELL AV     ,29,SIMPLE ASSAULT
HUBBELL AVE    ,11,SIMPLE ASSAULT
HUDSON AV     ,4,AGGRAVATED ASSAULT
HUDSON ST,77,SIMPLE ASSAULT
HUDSON ST     ,157,SIMPLE ASSAULT
HUGHES PL,3,SIMPLE ASSAULT
HUGHES PL     ,6,LARCENY
HUGHES PL   N,3,BURGLARY
HUGHES PL   N ,7,BURGLARY
HULBURT RD     ,1,SIMPLE ASSAULT
HUNT,1,CRIMINAL MISCHIEF
HUNT        ,2,OFFN AGAINST FAMILY
HUNT AV,7,AGGRAVATED ASSAULT
HUNT AV   ,2,MV THEFT
HUNT AV     ,17,CRIMINAL MISCHIEF
HUNT AVE,1,POSSESSION/USE DANGEROUS WEAPONS
HUNT AVE    ,3,CRIMINAL MISCHIEF
HUNT LN     ,1,POSSESSION/USE DANGEROUS WEAPONS
HUNTER AV,3,SIMPLE ASSAULT
HUNTER AV     ,6,CRIMINAL MISCHIEF
HUNTER AVE    ,4,CRIMINAL MISCHIEF
HUNTINGTON SCHOOL DRWY   ,1,AGGRAVATED ASSAULT
HUNTLEY ST,3,CRIMINAL MISCHIEF
HUNTLEY ST     ,8,LARCENY
HURLBURT RD,7,CRIMINAL MISCHIEF
HURLBURT RD     ,13,BURGLARY
HURON ST,5,POSSESSION/MARIJUANA
HURON ST     ,17,LARCENY
HUSDON ST     ,1,BURGLARY
HUTCHINGSON AV     ,1,BURGLARY
HUTCHINSON,1,BURGLARY
HUTCHINSON AV,14,SIMPLE ASSAULT
HUTCHINSON AV   ,2,AGGRAVATED ASSAULT
HUTCHINSON AV     ,11,SIMPLE ASSAULT
HUTCHINSON AVE    ,12,SIMPLE ASSAULT
I 690      W,1,CRIMINAL MISCHIEF
I 690  E        ,1,CRIMINAL MISCHIEF
I 690EB & TEALL AV        ,1,LARCENY
I 81 NB        ,1,POSSESSION/USE DANGEROUS WEAPONS
I 81 NORTH        ,1,DRIVING UNDER INFLUENCE
I 81 SB        ,1,AGGRAVATED ASSAULT
I 81N FRWY   ,1,ALL OTHER OFFENSES
I690 AT 81 SOUTH        ,1,POSSESSION/USE DANGEROUS WEAPONS
I690 EAST        ,1,CRIMINAL MISCHIEF
I690 EB AT TEALL,1,ALL OTHER OFFENSES
I690 W AT BURNET AV     ,1,SIMPLE ASSAULT
I690EB,1,ALL OTHER OFFENSES
I690W,1,POSSESSION/MARIJUANA
I81      S ,1,AGGRAVATED ASSAULT
I81 AND E COLVIN ST,1,MV THEFT
I81 NB @ SPENCER STREET BRIDGE        ,1,CRIMINAL MISCHIEF
I81 S AT OLD LIVERPOOL RD,1,ALL OTHER OFFENSES
I81NB AT I690EB,1,CRIMINAL MISCHIEF
I81SB,1,DRIVING UNDER INFLUENCE
I81SB MILE 83,1,OFFN AGAINST FAMILY
INTERPID LN     ,1,LARCENY
INTERSTATE 690      E ,1,SIMPLE ASSAULT
INTERSTATE 81        ,1,POSSESSION/USE DRUG
INTERSTATE 81      N ,1,OFFN AGAINST FAMILY
INTERSTATE 81 SOUTH,1,SIMPLE ASSAULT
INTREPID LN,3,BURGLARY
INTREPID LN     ,6,BURGLARY
INVERNESS PL     ,4,SIMPLE ASSAULT
IRON PIER DR,2,ALL OTHER OFFENSES
IRON PIER DR     ,14,CRIMINAL MISCHIEF
IRON PIER DR DR     ,1,LARCENY
IRVING,6,SIMPLE ASSAULT
IRVING        ,4,ALL OTHER OFFENSES
IRVING AV,50,LARCENY
IRVING AV ,1,LARCENY
IRVING AV   ,31,LARCENY
IRVING AV     ,102,LARCENY
IRVING AVE,3,AGGRAVATED ASSAULT
IRVING AVE    ,46,SIMPLE ASSAULT
IRVING AVE & E GENESEE ST,1,AGGRAVATED ASSAULT
"IRVING AVE / WAVERLY AVE, SYRACUSE, NY 13210        ",1,SIMPLE ASSAULT
IRVING AVE ST     ,1,LARCENY
ISABELLA ST,3,ALL OTHER OFFENSES
ISABELLA ST   ,1,LARCENY
ISABELLA ST     ,18,AGGRAVATED ASSAULT
IVES AV,1,CRIMINAL MISCHIEF
IVY RDG,1,SIMPLE ASSAULT
IVY RIDGE LAKE   ,1,LARCENY
IVY RIDGE RD,35,SIMPLE ASSAULT
IVY RIDGE RD   ,4,MV THEFT
IVY RIDGE RD     ,116,LARCENY
JACKSON ST,3,ALL OTHER OFFENSES
JACKSON ST     ,6,POSSESSION/MARIJUANA
JACLYN DR     ,4,LARCENY
JAMES,1,ALL OTHER OFFENSES
JAMES        ,3,DRIVING UNDER INFLUENCE
JAMES @ N. STATE ST ST     ,1,ALL OTHER OFFENSES
JAMES AT LODI ST,1,SIMPLE ASSAULT
JAMES HEATH RD     ,2,LARCENY
JAMES SCH,1,SIMPLE ASSAULT
JAMES SQ     ,1,LARCENY
JAMES ST,721,SIMPLE ASSAULT
JAMES ST ,2,MURDER
JAMES ST   ,29,LARCENY
JAMES ST     ,1756,LARCENY
JAMES ST   NW,1,CRIMINAL MISCHIEF
JAMES ST & CLIFTON PL        ,1,LARCENY
JAMESEVILLE AVE,1,SIMPLE ASSAULT
JAMESVILLE,2,CRIMINAL MISCHIEF
JAMESVILLE        ,4,SIMPLE ASSAULT
JAMESVILLE AV,26,LARCENY
JAMESVILLE AV ,3,LARCENY
JAMESVILLE AV   ,22,LARCENY
JAMESVILLE AV     ,64,LARCENY
JAMESVILLE AVE,2,CRIMINAL MISCHIEF
JAMESVILLE AVE    ,39,CRIMINAL MISCHIEF
JAMEVILLE AVE    ,1,LARCENY
JANET DR,1,LARCENY
JANET DR     ,4,OFFN AGAINST FAMILY
JASPER PL,1,CRIMINAL MISCHIEF
JASPER PL     ,1,BURGLARY
JASPER ST,29,SIMPLE ASSAULT
JASPER ST   ,3,MV THEFT
JASPER ST     ,58,SIMPLE ASSAULT
JEAN AV     ,2,LARCENY
JEFFERSON ST,1,POSSESSION/MARIJUANA
JEFFERSON ST     ,1,LARCENY
JERICHO DR,4,CRIMINAL MISCHIEF
JERICHO DR     ,15,CRIMINAL MISCHIEF
JEROME ST   ,1,MV THEFT
JEROME ST     ,1,LARCENY
JOESPHINE ST,1,SIMPLE ASSAULT
JOHN BLVD   ,1,MV THEFT
JOHN ST,56,SIMPLE ASSAULT
JOHN ST   ,3,LARCENY
JOHN ST     ,147,SIMPLE ASSAULT
JOHN ST AT SPRING ST,1,POSSESSION/USE DANGEROUS WEAPONS
JOSEPHINE ST,22,SIMPLE ASSAULT
JOSEPHINE ST     ,60,SIMPLE ASSAULT
JUDSON ST,2,AGGRAVATED ASSAULT
JUDSON ST     ,8,LARCENY
JUDSON ST / S BEECH ST        ,1,CRIMINAL MISCHIEF
JULIAN PL,4,BURGLARY
JULIAN PL     ,2,BURGLARY
JUNEWAY DR,1,LARCENY
JUNEWAY RD     ,1,FRAUD
KANDACE ST,2,AGGRAVATED ASSAULT
KANDACE ST     ,1,SIMPLE ASSAULT
KAPPESSER ST,8,SIMPLE ASSAULT
KAPPESSER ST     ,9,LARCENY
KEEN PL,3,SIMPLE ASSAULT
KEEN PL     ,7,MV THEFT
KELLOG ST,2,ALL OTHER OFFENSES
KELLOG ST     ,1,POSSESSION/USE DANGEROUS WEAPONS
KELLOGG,1,ALL OTHER OFFENSES
KELLOGG SQ     ,1,CRIMINAL MISCHIEF
KELLOGG ST,70,POSSESSION/MARIJUANA
KELLOGG ST     ,132,SIMPLE ASSAULT
KENMORE,9,SIMPLE ASSAULT
KENMORE        ,6,OFFN AGAINST FAMILY
KENMORE AV,38,POSSESSION/MARIJUANA
KENMORE AV ,2,AGGRAVATED ASSAULT
KENMORE AV   ,4,LARCENY
KENMORE AV     ,39,SIMPLE ASSAULT
KENMORE AVE,5,CRIMINAL MISCHIEF
KENMORE AVE    ,15,CRIMINAL MISCHIEF
KENMORE ST     ,1,AGGRAVATED ASSAULT
KENSINGTON PL,8,BURGLARY
KENSINGTON PL     ,17,LARCENY
KENSINGTON RD,5,BURGLARY
KENSINGTON RD     ,20,LARCENY
KENWICK DR,3,BURGLARY
KENWICK DR     ,7,LARCENY
KENWOOD,1,CRIMINAL MISCHIEF
KENWOOD AV,2,AGGRAVATED ASSAULT
KENWOOD AV   ,5,LARCENY
KENWOOD AV     ,11,LARCENY
KENWOOD AVE,1,CRIMINAL MISCHIEF
KENWOOD AVE    ,9,CRIMINAL MISCHIEF
KEPPESSER ST,1,BURGLARY
KIDD AV,1,SIMPLE ASSAULT
KIDD AV   ,2,BURGLARY
KIDD AV     ,2,POSSESSION/USE DANGEROUS WEAPONS
KIDD AVE    ,2,MV THEFT
KILLIAN DR     ,1,LARCENY
KIMBER AV,1,SIMPLE ASSAULT
KIMBER AV   ,1,MV THEFT
KIMBER AV     ,10,LARCENY
KIMBER AVE    ,3,CRIMINAL MISCHIEF
KIMBER RD,3,SIMPLE ASSAULT
KIMBER RD     ,5,LARCENY
KIMER AV     ,1,LARCENY
KINCAID AV,1,CRIMINAL MISCHIEF
KINCAID AV     ,1,LARCENY
KINCAID AVE    ,4,CRIMINAL MISCHIEF
KING ST,5,OFFN AGAINST FAMILY
KING ST     ,9,OFFN AGAINST FAMILY
KINGSLEY PL,7,LARCENY
KINGSLEY PL     ,12,SIMPLE ASSAULT
KINNE ST,15,SIMPLE ASSAULT
KINNE ST     ,36,SIMPLE ASSAULT
KIRK,6,SIMPLE ASSAULT
KIRK        ,3,LARCENY
KIRK AV,37,POSSESSION/MARIJUANA
KIRK AV ,2,MV THEFT
KIRK AV   ,11,LARCENY
KIRK AV     ,52,SIMPLE ASSAULT
KIRK AVE,2,ALL OTHER OFFENSES
KIRK AVE    ,16,CRIMINAL MISCHIEF
KIRK PARK DR,6,POSSESSION/USE DANGEROUS WEAPONS
KIRK PARK DR   ,1,AGGRAVATED ASSAULT
KIRK PARK DR     ,10,CRIMINAL MISCHIEF
KIRK PARK DR & W BRIGHTON AV        ,1,AGGRAVATED ASSAULT
KIRKPATRICK @ N. ALV ST,1,ALL OTHER OFFENSES
KIRKPATRICK ANDCARBON ST     ,1,LARCENY
KIRKPATRICK ST,111,SIMPLE ASSAULT
KIRKPATRICK ST   ,1,AGGRAVATED ASSAULT
KIRKPATRICK ST     ,273,SIMPLE ASSAULT
KIRKPATRICK ST & GRANT BLVD  ,1,LARCENY
KIRKWOOD PL,1,KIDNAPPING
KIRKWOOD PL   ,1,ROBBERY
KIRKWOOD PL     ,6,OFFN AGAINST FAMILY
KIRPATRICK ST     ,2,CRIMINAL MISCHIEF
KLINE ST,2,LARCENY
KLINE ST     ,5,CRIMINAL MISCHIEF
KNAUL        ,1,AGGRAVATED ASSAULT
KNAUL ST,27,POSSESSION/MARIJUANA
KNAUL ST   ,2,AGGRAVATED ASSAULT
KNAUL ST     ,49,SIMPLE ASSAULT
KRAMER AV,1,SIMPLE ASSAULT
KRAMER AV     ,3,CRIMINAL MISCHIEF
KRAMER DR,6,SIMPLE ASSAULT
KRAMER DR     ,32,CRIMINAL MISCHIEF
KUHL,2,CRIMINAL MISCHIEF
KUHL AV,3,LARCENY
KUHL AV     ,12,LARCENY
KUHL AVE    ,2,SIMPLE ASSAULT
LA FORTE AV     ,1,MV THEFT
LA GRANGE AV     ,1,LARCENY
LACASTER,1,CRIMINAL MISCHIEF
LACY PL,2,BURGLARY
LACY PL     ,8,CRIMINAL MISCHIEF
LAFAYETTE AV     ,2,CRIMINAL MISCHIEF
LAFAYETTE RD,88,LARCENY
LAFAYETTE RD ,1,MV THEFT
LAFAYETTE RD   ,5,CRIMINAL MISCHIEF
LAFAYETTE RD     ,295,LARCENY
LAFORTE,1,SIMPLE ASSAULT
LAFORTE AV,1,POSSESSION/MARIJUANA
LAFORTE AV   ,2,LARCENY
LAFORTE AV     ,10,SIMPLE ASSAULT
LAFORTE AVE,1,ALL OTHER OFFENSES
LAFORTE AVE    ,7,SIMPLE ASSAULT
LAFORTTE,1,SIMPLE ASSAULT
LAKEVIEW,14,CRIMINAL MISCHIEF
LAKEVIEW        ,5,SIMPLE ASSAULT
LAKEVIEW AV,46,SIMPLE ASSAULT
LAKEVIEW AV ,1,LARCENY
LAKEVIEW AV   ,16,BURGLARY
